GEOID,NAME,variable,estimate,moe
3745560,"Mulberry CDP, North Carolina",B01003_001,1980,528
3746280,"Neuse Forest CDP, North Carolina",B01003_001,2176,716
3741220,"Marble CDP, North Carolina",B01003_001,282,210
3746100,"Nebo CDP, North Carolina",B01003_001,1423,414
3728600,"Gulf CDP, North Carolina",B01003_001,178,157
3725160,"Fruitland CDP, North Carolina",B01003_001,2447,492
3759580,"Saxapahaw CDP, North Carolina",B01003_001,1200,396
3716720,"Deep Run CDP, North Carolina",B01003_001,484,235
3746820,"New London town, North Carolina",B01003_001,674,219
3747980,"Norwood town, North Carolina",B01003_001,2906,588
3748040,"Oakboro town, North Carolina",B01003_001,2379,453
3756340,"Richfield town, North Carolina",B01003_001,921,357
3764460,"Stanfield town, North Carolina",B01003_001,1463,317
3701520,"Apex town, North Carolina",B01003_001,65541,58
3732260,"Holly Springs town, North Carolina",B01003_001,42023,45
3735720,"Kill Devil Hills town, North Carolina",B01003_001,7658,26
3705135,"Bermuda Run town, North Carolina",B01003_001,3118,17
3743720,"Mocksville town, North Carolina",B01003_001,5908,26
3715260,"Cramerton town, North Carolina",B01003_001,5294,22
3739480,"Lowell city, North Carolina",B01003_001,3692,19
3755260,"Ranlo town, North Carolina",B01003_001,4487,19
3729800,"Harrisburg town, North Carolina",B01003_001,18934,46
3710500,"Carolina Beach town, North Carolina",B01003_001,6583,25
3745140,"Mount Pleasant town, North Carolina",B01003_001,1776,404
3701720,"Archdale city, North Carolina",B01003_001,11873,241
3724740,"Franklinville town, North Carolina",B01003_001,1245,407
3767420,"Thomasville city, North Carolina",B01003_001,27130,177
3763760,"Spencer town, North Carolina",B01003_001,3296,17
3731060,"Hickory city, North Carolina",B01003_001,43352,58
3710980,"Catawba town, North Carolina",B01003_001,630,244
3712720,"Claremont city, North Carolina",B01003_001,1902,412
3770740,"Wallburg town, North Carolina",B01003_001,3081,21
3717860,"Drexel town, North Carolina",B01003_001,1768,349
3731500,"Hildebran town, North Carolina",B01003_001,1843,467
3758440,"Rutherford College town, North Carolina",B01003_001,1119,326
3770320,"Waco town, North Carolina",B01003_001,278,131
3751780,"Pikeville town, North Carolina",B01003_001,679,248
3770820,"Walnut Creek village, North Carolina",B01003_001,1570,455
3705340,"Bethania town, North Carolina",B01003_001,335,135
3710760,"Casar town, North Carolina",B01003_001,391,172
3722720,"Fallston town, North Carolina",B01003_001,670,322
3705040,"Benson town, North Carolina",B01003_001,4004,37
3752020,"Pine Level town, North Carolina",B01003_001,2116,608
3735890,"Kingstown town, North Carolina",B01003_001,533,167
3766700,"Tarboro town, North Carolina",B01003_001,10696,32
3773160,"Whitakers town, North Carolina",B01003_001,462,159
3762520,"Smithfield town, North Carolina",B01003_001,11527,27
3762760,"Snow Hill town, North Carolina",B01003_001,2092,367
3717325,"Dobbins Heights town, North Carolina",B01003_001,645,290
3757260,"Rockingham city, North Carolina",B01003_001,9174,27
3728200,"Grifton town, North Carolina",B01003_001,2676,520
3775280,"Woodfin town, North Carolina",B01003_001,7901,25
3765120,"Stonewall town, North Carolina",B01003_001,229,73
3726920,"Goldston town, North Carolina",B01003_001,375,277
3702580,"Aulander town, North Carolina",B01003_001,704,280
3761860,"Siler City town, North Carolina",B01003_001,7847,23
3702500,"Atlantic Beach town, North Carolina",B01003_001,1736,373
3732640,"Hope Mills town, North Carolina",B01003_001,17671,41
3708080,"Broadway town, North Carolina",B01003_001,1415,342
3721740,"Erwin town, North Carolina",B01003_001,4606,30
3709360,"Butner town, North Carolina",B01003_001,8374,28
3738220,"Lillington town, North Carolina",B01003_001,4566,23
3734440,"Jefferson town, North Carolina",B01003_001,1872,394
3704510,"Beech Mountain town, North Carolina",B01003_001,798,110
3774020,"Wilkesboro town, North Carolina",B01003_001,3674,22
3710120,"Candor town, North Carolina",B01003_001,1168,359
3725380,"Gamewell town, North Carolina",B01003_001,3710,19
3759540,"Sawmills town, North Carolina",B01003_001,5026,37
3713240,"Clinton city, North Carolina",B01003_001,8362,41
3722560,"Faison town, North Carolina",B01003_001,950,261
3729680,"Harrells town, North Carolina",B01003_001,209,98
3747020,"Newton Grove town, North Carolina",B01003_001,659,208
3757800,"Roseboro town, North Carolina",B01003_001,900,259
3706240,"Bladenboro town, North Carolina",B01003_001,2485,722
3766740,"Tar Heel town, North Carolina",B01003_001,104,78
3773300,"White Lake town, North Carolina",B01003_001,997,306
3724720,"Franklinton town, North Carolina",B01003_001,2477,20
3739360,"Louisburg town, North Carolina",B01003_001,3099,26
3776200,"Youngsville town, North Carolina",B01003_001,2421,543
3722360,"Fairmont town, North Carolina",B01003_001,2519,309
3731490,"Hightsville CDP, North Carolina",B01003_001,750,172
3735870,"Kings Grant CDP, North Carolina",B01003_001,8561,1275
3748790,"Ogden CDP, North Carolina",B01003_001,8699,1167
3775780,"Wrightsboro CDP, North Carolina",B01003_001,4876,820
3721500,"Enochville CDP, North Carolina",B01003_001,3446,835
3724640,"Franklin town, North Carolina",B01003_001,4184,17
3731360,"Highlands town, North Carolina",B01003_001,1140,205
3722500,"Fairview town, North Carolina",B01003_001,3512,24
3741640,"Marshville town, North Carolina",B01003_001,2565,29
3741720,"Marvin village, North Carolina",B01003_001,6421,27
3769260,"Unionville town, North Carolina",B01003_001,6694,33
3774760,"Wingate town, North Carolina",B01003_001,4061,52
3743320,"Milwaukee CDP, North Carolina",B01003_001,205,164
3746650,"New Hope CDP, North Carolina",B01003_001,924,454
3707340,"Bowdens CDP, North Carolina",B01003_001,271,276
3732180,"Holly Ridge town, North Carolina",B01003_001,4236,23
3747845,"North Topsail Beach town, North Carolina",B01003_001,775,134
3756360,"Richlands town, North Carolina",B01003_001,2577,881
3766360,"Swansboro town, North Carolina",B01003_001,3759,18
3700500,"Ahoskie town, North Carolina",B01003_001,4841,44
3775080,"Winton town, North Carolina",B01003_001,674,121
3755660,"Red Springs town, North Carolina",B01003_001,3118,19
3707588,"Brandywine Bay CDP, North Carolina",B01003_001,1339,230
3722800,"Farmington CDP, North Carolina",B01003_001,234,175
3727300,"Graingers CDP, North Carolina",B01003_001,30,31
3738420,"Linville CDP, North Carolina",B01003_001,437,237
3736510,"Lake Norman of Catawba CDP, North Carolina",B01003_001,8998,818
3744770,"Mountain View CDP, North Carolina",B01003_001,3323,688
3771760,"Welcome CDP, North Carolina",B01003_001,3444,620
3730900,"Hertford town, North Carolina",B01003_001,2045,405
3774720,"Winfall town, North Carolina",B01003_001,900,236
3736514,"Lake Santeetlah town, North Carolina",B01003_001,121,135
3701380,"Andrews town, North Carolina",B01003_001,2086,486
3745660,"Murphy town, North Carolina",B01003_001,1549,366
3766500,"Sylva town, North Carolina",B01003_001,2601,16
3757200,"Rockfish CDP, North Carolina",B01003_001,3569,547
3761920,"Silver City CDP, North Carolina",B01003_001,819,296
3754600,"Raemon CDP, North Carolina",B01003_001,305,165
3706980,"Bonnetsville CDP, North Carolina",B01003_001,1297,660
3716860,"Delway CDP, North Carolina",B01003_001,37,37
3733940,"Ivanhoe CDP, North Carolina",B01003_001,434,385
3735340,"Keener CDP, North Carolina",B01003_001,237,192
3715440,"Cricket CDP, North Carolina",B01003_001,2491,683
3743160,"Millers Creek CDP, North Carolina",B01003_001,1475,338
3752920,"Pleasant Hill CDP, North Carolina",B01003_001,867,448
3707080,"Boone town, North Carolina",B01003_001,19368,20
3713980,"Columbus town, North Carolina",B01003_001,1087,300
3768580,"Tryon town, North Carolina",B01003_001,1516,220
3714400,"Conway town, North Carolina",B01003_001,884,254
3725560,"Gaston town, North Carolina",B01003_001,849,227
3756440,"Rich Square town, North Carolina",B01003_001,746,196
3760560,"Severn town, North Carolina",B01003_001,177,107
3717340,"Dobson town, North Carolina",B01003_001,1812,468
3751820,"Pilot Mountain town, North Carolina",B01003_001,1667,266
3742100,"Maysville town, North Carolina",B01003_001,893,216
3740560,"Madison town, North Carolina",B01003_001,2185,309
3712460,"Chimney Rock Village village, North Carolina",B01003_001,220,116
3724080,"Forest City town, North Carolina",B01003_001,7357,19
3730120,"Havelock city, North Carolina",B01003_001,16759,38
3716240,"Danbury town, North Carolina",B01003_001,293,180
3713940,"Columbia town, North Carolina",B01003_001,560,190
3701340,"Anderson Creek CDP, North Carolina",B01003_001,14447,1024
3707720,"Brevard city, North Carolina",B01003_001,7777,28
3756710,"River Bend town, North Carolina",B01003_001,2914,16
3768340,"Trent Woods town, North Carolina",B01003_001,4086,21
3709540,"Calabash town, North Carolina",B01003_001,2570,533
3764260,"Spruce Pine town, North Carolina",B01003_001,2637,472
3748345,"Oak Island town, North Carolina",B01003_001,8564,47
3748700,"Ocean Isle Beach town, North Carolina",B01003_001,809,126
3769795,"Varnamtown town, North Carolina",B01003_001,830,324
3703500,"Banner Elk town, North Carolina",B01003_001,1234,145
3735460,"Kenansville town, North Carolina",B01003_001,929,301
3757860,"Rose Hill town, North Carolina",B01003_001,1754,405
3721360,"Enfield town, North Carolina",B01003_001,1967,459
3716400,"Davidson town, North Carolina",B01003_001,15199,210
3739420,"Love Valley town, North Carolina",B01003_001,130,66
3742700,"Middlesex town, North Carolina",B01003_001,963,246
3764160,"Spring Hope town, North Carolina",B01003_001,1441,279
3741580,"Marshall town, North Carolina",B01003_001,616,178
3741620,"Mars Hill town, North Carolina",B01003_001,2843,552
3743480,"Mint Hill town, North Carolina",B01003_001,26537,62
3764420,"Stallings town, North Carolina",B01003_001,16193,249
3738320,"Lincolnton city, North Carolina",B01003_001,11225,29
3708960,"Burgaw town, North Carolina",B01003_001,3207,39
3771320,"Watha town, North Carolina",B01003_001,230,111
3766960,"Taylorsville town, North Carolina",B01003_001,2198,517
3706660,"Boardman town, North Carolina",B01003_001,238,143
3711640,"Chadbourn town, North Carolina",B01003_001,1548,552
3773660,"Whiteville city, North Carolina",B01003_001,4761,17
3747240,"Norlina town, North Carolina",B01003_001,1170,353
3766040,"Surf City town, North Carolina",B01003_001,3888,110
3710800,"Cashiers CDP, North Carolina",B01003_001,752,343
3746060,"Navassa town, North Carolina",B01003_001,1976,464
3731960,"Holden Beach town, North Carolina",B01003_001,997,163
3720620,"Elkin town, North Carolina",B01003_001,4026,19
3701760,"Archer Lodge town, North Carolina",B01003_001,4894,26
3763470,"South Rosemary CDP, North Carolina",B01003_001,2877,577
3766520,"Tabor City town, North Carolina",B01003_001,3709,18
3701420,"Ansonville town, North Carolina",B01003_001,671,211
3768740,"Turkey town, North Carolina",B01003_001,420,355
3701400,"Angier town, North Carolina",B01003_001,5348,244
3706000,"Biscoe town, North Carolina",B01003_001,2595,773
3715320,"Creedmoor city, North Carolina",B01003_001,4871,16
3753840,"Princeville town, North Carolina",B01003_001,1630,429
3707140,"Boonville town, North Carolina",B01003_001,1364,307
3711560,"Centerville CDP, North Carolina",B01003_001,261,177
3740640,"Magnolia town, North Carolina",B01003_001,944,200
3714280,"Connelly Springs town, North Carolina",B01003_001,2355,744
3771100,"Warrenton town, North Carolina",B01003_001,867,212
3709800,"Cameron town, North Carolina",B01003_001,427,250
3775960,"Yadkinville town, North Carolina",B01003_001,2971,52
3754160,"Pumpkin Center CDP, North Carolina",B01003_001,2151,638
3719000,"Durham city, North Carolina",B01003_001,284094,165
3704950,"Belville town, North Carolina",B01003_001,3380,554
3775060,"Winterville town, North Carolina",B01003_001,10510,38
3706760,"Boiling Spring Lakes city, North Carolina",B01003_001,6032,18
3728000,"Greensboro city, North Carolina",B01003_001,297202,118
3716180,"Dallas town, North Carolina",B01003_001,5889,51
3726200,"Glen Alpine town, North Carolina",B01003_001,1896,416
3771680,"Weddington town, North Carolina",B01003_001,13173,27
3771560,"Weaverville town, North Carolina",B01003_001,4559,19
3703150,"Bald Head Island village, North Carolina",B01003_001,138,40
3757100,"Robersonville town, North Carolina",B01003_001,1471,275
3712480,"China Grove town, North Carolina",B01003_001,4449,20
3721095,"Elon town, North Carolina",B01003_001,11161,21
3756900,"Roanoke Rapids city, North Carolina",B01003_001,15143,22
3706800,"Boiling Springs town, North Carolina",B01003_001,4622,22
3720600,"Elizabethtown town, North Carolina",B01003_001,3304,12
3734840,"Jonesville town, North Carolina",B01003_001,2634,486
3734260,"James City CDP, North Carolina",B01003_001,5186,835
3747860,"Northwest city, North Carolina",B01003_001,769,238
3722820,"Farmville town, North Carolina",B01003_001,4474,21
3712340,"Cherryville city, North Carolina",B01003_001,6113,32
3768520,"Troy town, North Carolina",B01003_001,2921,20
3738860,"Locust city, North Carolina",B01003_001,4700,402
3755940,"Rennert town, North Carolina",B01003_001,300,108
3773460,"White Plains CDP, North Carolina",B01003_001,767,218
3732100,"Hollister CDP, North Carolina",B01003_001,847,245
3740980,"Manns Harbor CDP, North Carolina",B01003_001,673,308
3702780,"Avon CDP, North Carolina",B01003_001,370,178
3709400,"Buxton CDP, North Carolina",B01003_001,1477,486
3721380,"Engelhard CDP, North Carolina",B01003_001,254,122
3742000,"Maury CDP, North Carolina",B01003_001,1055,369
3729180,"Hampstead CDP, North Carolina",B01003_001,8340,964
3757540,"Rocky Point CDP, North Carolina",B01003_001,940,344
3726520,"Glenville CDP, North Carolina",B01003_001,136,106
3730800,"Henrietta CDP, North Carolina",B01003_001,341,264
3733820,"Iron Station CDP, North Carolina",B01003_001,699,283
3763360,"Southmont CDP, North Carolina",B01003_001,1392,471
3771440,"Waves CDP, North Carolina",B01003_001,139,114
3705530,"Bethlehem CDP, North Carolina",B01003_001,3688,576
3703640,"Barker Heights CDP, North Carolina",B01003_001,978,316
3744700,"Mountain Home CDP, North Carolina",B01003_001,4028,575
3765260,"Stony Point CDP, North Carolina",B01003_001,1494,530
3772600,"West Marion CDP, North Carolina",B01003_001,916,269
3747695,"Northlakes CDP, North Carolina",B01003_001,1378,349
3708110,"Brogden CDP, North Carolina",B01003_001,2744,531
3770920,"Wanchese CDP, North Carolina",B01003_001,2005,424
3764000,"Spout Springs CDP, North Carolina",B01003_001,10384,953
3719420,"East Flat Rock CDP, North Carolina",B01003_001,5934,838
3705049,"Bent Creek CDP, North Carolina",B01003_001,1536,488
3722440,"Fairview CDP, North Carolina",B01003_001,2436,670
3758260,"Royal Pines CDP, North Carolina",B01003_001,4681,958
3733320,"Icard CDP, North Carolina",B01003_001,1984,486
3732740,"Horse Shoe CDP, North Carolina",B01003_001,1854,352
3732580,"Hoopers Creek CDP, North Carolina",B01003_001,1515,751
3769020,"Tyro CDP, North Carolina",B01003_001,3460,524
3736513,"Lake Royale CDP, North Carolina",B01003_001,3358,768
3740860,"Mamers CDP, North Carolina",B01003_001,668,338
3770580,"Wakulla CDP, North Carolina",B01003_001,147,157
3743200,"Millingport CDP, North Carolina",B01003_001,479,195
3758740,"Salem CDP, North Carolina",B01003_001,1634,333
3769640,"Valley Hill CDP, North Carolina",B01003_001,2417,544
3703720,"Barnardsville CDP, North Carolina",B01003_001,420,239
3766340,"Swan Quarter CDP, North Carolina",B01003_001,293,170
3723640,"Flat Rock CDP, North Carolina",B01003_001,1066,311
3734160,"Jackson Springs CDP, North Carolina",B01003_001,244,220
3721120,"Elrod CDP, North Carolina",B01003_001,264,104
3712520,"Chinquapin CDP, North Carolina",B01003_001,7,14
3756600,"Riegelwood CDP, North Carolina",B01003_001,658,245
3713500,"Coinjock CDP, North Carolina",B01003_001,301,159
3744280,"Moravian Falls CDP, North Carolina",B01003_001,1023,411
3767700,"Toast CDP, North Carolina",B01003_001,1210,362
3725020,"Frisco CDP, North Carolina",B01003_001,659,269
3731880,"Hobucken CDP, North Carolina",B01003_001,0,14
3734038,"Jackson Heights CDP, North Carolina",B01003_001,889,358
3753580,"Potters Hill CDP, North Carolina",B01003_001,460,234
3752500,"Pinnacle CDP, North Carolina",B01003_001,749,362
3758040,"Rougemont CDP, North Carolina",B01003_001,1125,351
3719800,"East Rockingham CDP, North Carolina",B01003_001,3328,821
3706510,"Blue Clay Farms CDP, North Carolina",B01003_001,124,118
3745460,"Moyock CDP, North Carolina",B01003_001,5259,787
3701972,"Arrowhead Beach CDP, North Carolina",B01003_001,1243,408
3721260,"Emma CDP, North Carolina",B01003_001,2969,767
3727400,"Grandy CDP, North Carolina",B01003_001,2438,365
3712140,"Cherokee CDP, North Carolina",B01003_001,1604,337
3740460,"McLeansville CDP, North Carolina",B01003_001,933,300
3739520,"Lowesville CDP, North Carolina",B01003_001,3567,545
3726680,"Gloucester CDP, North Carolina",B01003_001,506,249
3773320,"White Oak CDP, North Carolina",B01003_001,370,230
3727120,"Gorman CDP, North Carolina",B01003_001,1473,590
3736480,"Lake Junaluska CDP, North Carolina",B01003_001,2977,574
3745840,"Myrtle Grove CDP, North Carolina",B01003_001,12093,1339
3716220,"Dana CDP, North Carolina",B01003_001,3629,762
3722305,"Fairfield Harbour CDP, North Carolina",B01003_001,2816,424
3707765,"Brices Creek CDP, North Carolina",B01003_001,3678,811
3741960,"Matthews town, North Carolina",B01003_001,29613,74
3710620,"Carrboro town, North Carolina",B01003_001,21242,62
3757740,"Roper town, North Carolina",B01003_001,502,214
3724520,"Four Oaks town, North Carolina",B01003_001,2269,531
3727440,"Granite Quarry town, North Carolina",B01003_001,2988,21
3703960,"Bayboro town, North Carolina",B01003_001,1209,213
3743300,"Milton town, North Carolina",B01003_001,147,76
3729640,"Harmony town, North Carolina",B01003_001,584,175
3764740,"Statesville city, North Carolina",B01003_001,28576,40
3737260,"Lawndale town, North Carolina",B01003_001,599,261
3758630,"St. James town, North Carolina",B01003_001,6566,29
3711800,"Chapel Hill town, North Carolina",B01003_001,58919,55
3710550,"Carolina Shores town, North Carolina",B01003_001,4643,15
3751840,"Pinebluff town, North Carolina",B01003_001,1767,430
3763120,"Southern Pines town, North Carolina",B01003_001,15701,54
3765900,"Sunset Beach town, North Carolina",B01003_001,4189,26
3705660,"Beulaville town, North Carolina",B01003_001,1439,452
3771160,"Warsaw town, North Carolina",B01003_001,2743,14
3710240,"Canton town, North Carolina",B01003_001,4410,22
3755640,"Red Oak town, North Carolina",B01003_001,3357,18
3743360,"Mineral Springs town, North Carolina",B01003_001,3185,22
3771460,"Waxhaw town, North Carolina",B01003_001,20665,36
3736511,"Lake Norman of Iredell CDP, North Carolina",B01003_001,12526,1002
3765580,"Summerfield town, North Carolina",B01003_001,10986,29
3710880,"Castle Hayne CDP, North Carolina",B01003_001,970,356
3704640,"Belhaven town, North Carolina",B01003_001,1378,292
3747880,"North Wilkesboro town, North Carolina",B01003_001,4349,33
3744900,"Mount Gilead town, North Carolina",B01003_001,1090,409
3768320,"Trenton town, North Carolina",B01003_001,161,56
3704260,"Beaufort town, North Carolina",B01003_001,4534,24
3720120,"Edenton town, North Carolina",B01003_001,4512,33
3730660,"Henderson city, North Carolina",B01003_001,14997,53
3725300,"Fuquay-Varina town, North Carolina",B01003_001,35428,75
3771860,"Wendell town, North Carolina",B01003_001,10575,26
3706860,"Bolton town, North Carolina",B01003_001,581,220
3709530,"Cajah's Mountain town, North Carolina",B01003_001,2715,27
3727420,"Granite Falls town, North Carolina",B01003_001,4934,54
3707860,"Bridgeton town, North Carolina",B01003_001,532,306
3769680,"Vanceboro town, North Carolina",B01003_001,958,304
3716980,"Denton town, North Carolina",B01003_001,1307,289
3774440,"Wilmington city, North Carolina",B01003_001,116933,46
3705220,"Bessemer City city, North Carolina",B01003_001,5472,26
3739880,"McAdenville town, North Carolina",B01003_001,1125,237
3728080,"Greenville city, North Carolina",B01003_001,87894,42
3741060,"Manteo town, North Carolina",B01003_001,1808,382
3724170,"Forest Hills village, North Carolina",B01003_001,344,134
3725680,"Gatesville town, North Carolina",B01003_001,277,130
3727324,"Grandfather Village village, North Carolina",B01003_001,57,26
3760515,"Seven Lakes CDP, North Carolina",B01003_001,3994,727
3775375,"Woodlawn CDP, North Carolina",B01003_001,947,314
3704015,"Bayshore CDP, North Carolina",B01003_001,3066,722
3760505,"Seven Devils town, North Carolina",B01003_001,422,147
3770340,"Wade town, North Carolina",B01003_001,595,162
3745640,"Murfreesboro town, North Carolina",B01003_001,2612,24
3743440,"Minnesott Beach town, North Carolina",B01003_001,486,106
3719740,"Eastover town, North Carolina",B01003_001,3659,36
3706140,"Black Mountain town, North Carolina",B01003_001,8430,24
3724440,"Fountain town, North Carolina",B01003_001,299,104
3744800,"Mount Airy city, North Carolina",B01003_001,10621,24
3763400,"Southport city, North Carolina",B01003_001,4015,18
3736860,"Landis town, North Carolina",B01003_001,3663,23
3722600,"Faith town, North Carolina",B01003_001,1096,412
3757340,"Rockwell town, North Carolina",B01003_001,2434,472
3713000,"Cleveland town, North Carolina",B01003_001,1244,332
3773140,"Whispering Pines village, North Carolina",B01003_001,4938,35
3719300,"East Arcadia town, North Carolina",B01003_001,337,219
3719620,"East Laurinburg town, North Carolina",B01003_001,322,102
3720080,"Eden city, North Carolina",B01003_001,15349,45
3740140,"McDonald town, North Carolina",B01003_001,97,41
3720980,"Elm City town, North Carolina",B01003_001,1157,245
3758140,"Rowland town, North Carolina",B01003_001,1003,196
3770380,"Wadesboro town, North Carolina",B01003_001,5004,21
3706740,"Bogue town, North Carolina",B01003_001,815,230
3776220,"Zebulon town, North Carolina",B01003_001,7421,35
3702700,"Autryville town, North Carolina",B01003_001,134,86
3738100,"Liberty town, North Carolina",B01003_001,2666,29
3722380,"Fairplains CDP, North Carolina",B01003_001,1709,532
3712780,"Clarkton town, North Carolina",B01003_001,822,387
3744220,"Mooresville town, North Carolina",B01003_001,50025,45
3715040,"Cove Creek CDP, North Carolina",B01003_001,1354,432
3758920,"Saluda city, North Carolina",B01003_001,617,126
3723600,"Flat Rock village, North Carolina",B01003_001,3483,19
3771900,"Wentworth town, North Carolina",B01003_001,2664,21
3702480,"Atlantic CDP, North Carolina",B01003_001,534,247
3743880,"Moncure CDP, North Carolina",B01003_001,775,495
3721130,"Elroy CDP, North Carolina",B01003_001,3495,616
3713360,"Coats town, North Carolina",B01003_001,2324,455
3736500,"Lake Lure town, North Carolina",B01003_001,1575,234
3757020,"Robbinsville town, North Carolina",B01003_001,705,230
3743580,"Misenheimer village, North Carolina",B01003_001,652,96
3736060,"Kitty Hawk town, North Carolina",B01003_001,3690,21
3711352,"Cedar Rock village, North Carolina",B01003_001,409,138
3758360,"Rural Hall town, North Carolina",B01003_001,3376,16
3760320,"Selma town, North Carolina",B01003_001,6449,19
3725580,"Gastonia city, North Carolina",B01003_001,80615,63
3726800,"Gold Hill CDP, North Carolina",B01003_001,331,304
3760080,"Seagrove town, North Carolina",B01003_001,405,325
3725480,"Garner town, North Carolina",B01003_001,31684,54
3751080,"Pembroke town, North Carolina",B01003_001,2832,20
3724380,"Foscoe CDP, North Carolina",B01003_001,1411,418
3700440,"Advance CDP, North Carolina",B01003_001,1605,446
3752685,"Plain View CDP, North Carolina",B01003_001,1494,499
3768500,"Troutman town, North Carolina",B01003_001,3689,30
3722240,"Fair Bluff town, North Carolina",B01003_001,437,168
3760540,"Seven Springs town, North Carolina",B01003_001,17,18
3704960,"Belwood town, North Carolina",B01003_001,1103,431
3718080,"Dudley CDP, North Carolina",B01003_001,1996,996
3752660,"Pittsboro town, North Carolina",B01003_001,4555,17
3758720,"St. Pauls town, North Carolina",B01003_001,2261,353
3719320,"East Bend town, North Carolina",B01003_001,741,269
3721880,"Etowah CDP, North Carolina",B01003_001,7689,887
3721960,"Eureka town, North Carolina",B01003_001,217,72
3731260,"Hiddenite CDP, North Carolina",B01003_001,319,183
3733640,"Ingold CDP, North Carolina",B01003_001,757,226
3765530,"Sugar Mountain village, North Carolina",B01003_001,489,134
3712580,"Chocowinity town, North Carolina",B01003_001,1059,340
3751040,"Peletier town, North Carolina",B01003_001,749,203
3710960,"Caswell Beach town, North Carolina",B01003_001,489,175
3729160,"Hamlet city, North Carolina",B01003_001,6043,26
3705880,"Biltmore Forest town, North Carolina",B01003_001,1700,352
3736640,"Lake Waccamaw town, North Carolina",B01003_001,1462,202
3760800,"Shallotte town, North Carolina",B01003_001,4213,33
3759780,"Scotland Neck town, North Carolina",B01003_001,1861,439
3709780,"Camden CDP, North Carolina",B01003_001,960,354
3741540,"Mar-Mac CDP, North Carolina",B01003_001,2485,476
3759765,"Scotch Meadows CDP, North Carolina",B01003_001,645,185
3772755,"Westport CDP, North Carolina",B01003_001,4570,818
3710260,"Cape Carteret town, North Carolina",B01003_001,2651,522
3745880,"Nags Head town, North Carolina",B01003_001,3153,17
3728920,"Halifax town, North Carolina",B01003_001,227,162
3715580,"Crossnore town, North Carolina",B01003_001,139,42
3763920,"Spivey's Corner CDP, North Carolina",B01003_001,696,353
3742060,"Mayodan town, North Carolina",B01003_001,2438,240
3745100,"Mount Olive town, North Carolina",B01003_001,4286,115
3760180,"Sedalia town, North Carolina",B01003_001,529,174
3732840,"Hot Springs town, North Carolina",B01003_001,519,180
3752220,"Pineville town, North Carolina",B01003_001,10532,31
3728900,"Half Moon CDP, North Carolina",B01003_001,8381,1287
3720280,"Edneyville CDP, North Carolina",B01003_001,2829,741
3708760,"Buies Creek CDP, North Carolina",B01003_001,3589,418
3758460,"Rutherfordton town, North Carolina",B01003_001,3671,15
3769720,"Vandemere town, North Carolina",B01003_001,214,101
3723760,"Fletcher town, North Carolina",B01003_001,8000,36
3750820,"Peachland town, North Carolina",B01003_001,465,216
3758730,"St. Stephens CDP, North Carolina",B01003_001,9624,988
3737120,"Laurel Hill CDP, North Carolina",B01003_001,869,272
3743920,"Monroe city, North Carolina",B01003_001,34897,40
3765700,"Sunbury CDP, North Carolina",B01003_001,121,91
3705020,"Bennett CDP, North Carolina",B01003_001,228,158
3702080,"Asheboro city, North Carolina",B01003_001,27117,42
3759135,"Sandyfield town, North Carolina",B01003_001,625,265
3769600,"Valle Crucis CDP, North Carolina",B01003_001,137,150
3710264,"Cape Colony CDP, North Carolina",B01003_001,493,215
3772150,"West Canton CDP, North Carolina",B01003_001,1354,269
3718060,"Duck town, North Carolina",B01003_001,686,141
3766460,"Swepsonville town, North Carolina",B01003_001,2464,393
3702840,"Ayden town, North Carolina",B01003_001,5002,29
3728400,"Grover town, North Carolina",B01003_001,598,211
3726460,"Glen Raven CDP, North Carolina",B01003_001,3710,738
3886780,"Wing city, North Dakota",B01003_001,221,84
3802860,"Ardoch city, North Dakota",B01003_001,20,18
3862780,"Pisek city, North Dakota",B01003_001,112,51
3879180,"Tolna city, North Dakota",B01003_001,149,38
3860940,"Parshall city, North Dakota",B01003_001,1217,159
3860620,"Palermo city, North Dakota",B01003_001,131,60
3862540,"Pillsbury city, North Dakota",B01003_001,9,8
3847140,"Litchville city, North Dakota",B01003_001,152,75
3815140,"Coleharbor city, North Dakota",B01003_001,89,33
3847100,"Lisbon city, North Dakota",B01003_001,2159,208
3836540,"Haynes city, North Dakota",B01003_001,38,19
3881620,"Velva city, North Dakota",B01003_001,1050,126
3885540,"White Earth city, North Dakota",B01003_001,76,65
3869140,"Ruso city, North Dakota",B01003_001,4,6
3827060,"Fordville city, North Dakota",B01003_001,227,72
3868540,"Ross city, North Dakota",B01003_001,188,161
3866020,"Regent city, North Dakota",B01003_001,149,60
3832300,"Grandin city, North Dakota",B01003_001,148,39
3812460,"Carson city, North Dakota",B01003_001,288,48
3858300,"Northwood city, North Dakota",B01003_001,936,228
3882380,"Voltaire city, North Dakota",B01003_001,43,20
3819820,"Dodge city, North Dakota",B01003_001,96,44
3839580,"Hurdsfield city, North Dakota",B01003_001,25,25
3853780,"Mohall city, North Dakota",B01003_001,609,96
3815100,"Cogswell city, North Dakota",B01003_001,113,40
3883580,"Warwick city, North Dakota",B01003_001,98,50
3853020,"Milton city, North Dakota",B01003_001,60,35
3857220,"Noonan city, North Dakota",B01003_001,142,69
3803020,"Argusville city, North Dakota",B01003_001,573,125
3861780,"Perth city, North Dakota",B01003_001,17,14
3811700,"Calvin city, North Dakota",B01003_001,14,12
3812260,"Carpio city, North Dakota",B01003_001,146,53
